有什麼用,其他（負）
很難信服,害怕
杜絕暴力,高興
打不通,生氣
幹他媽,生氣
啊不就,生氣
不後悔,其他（正）
為了討好,生氣
哭成淚人兒,難過
腳底抹油,害怕
死者,害怕
待援,生氣
好交情,高興
呃,其他（負）
催毀,其他（負）
主場,其他（正）
離我很近很近,害怕
又整齊,其他（正）
拖著鐵鍊,其他（負）
打不過,害怕
明明就,其他（負）
起火原因,生氣
媽媽煮的菜,高興
詐騙,生氣
創辦人,其他（正）
發生口角,難過
幸福的,高興
打死妳,生氣
精神賠償,其他（負）
灑花,高興
宣洩,其他（負）
翻騰,其他（負）
自稱,其他（負）
沒有壓力,其他（正）
拆禮物,高興
做家事,其他（負）
支離破碎,其他（負）
沮喪,難過
激進分子,生氣
受制於,其他（負）
多重器官衰竭,害怕
沒公德心,生氣
茁壯,高興
肇事逃逸,難過
卻見,害怕
創造,其他（正）
冷板凳,害怕
瞞我,其他（負）
完全沒看到,其他（負）
大叫大吼,高興
關心,其他（正）
快笑死了啦,其他（正）
又逃,其他（負）
險象環生,生氣
發洩,其他（負）
令人無法承受,難過
環境不錯,其他（正）
恐怖份子,生氣
保濕,其他（正）
從來沒有期待過,其他（負）
開除,其他（負）
太爽了,高興
停供,其他（負）
你媽的,生氣
達陣,其他（正）
搞不清楚,其他（負）
拿不到,其他（負）
頓時變成,其他（負）
沒在穿,其他（負）
清除,其他（正）
好感動,高興
理虧,害怕
貴賓,其他（正）
美滿,高興
不適應,其他（負）
早洩,難過
帥臉,其他（正）
分隔幾地,難過
無法入眠,生氣
鬼魂,害怕
改造手槍,害怕
＃▔▽▔＃,高興
遠離毒品,其他（正）
沒水,其他（負）
普及,其他（正）
菜逼巴,其他（負）
互鬥,害怕
刺耳,其他（負）
懊惱,難過
不想起床,生氣
沒有防備,其他（負）
爽呆,高興
動腦筋到,其他（負）
忍耐,難過
遺體,害怕
天堂,其他（正）
懊悔,難過
一同出遊,高興
放下了,難過
只要再一次這樣,生氣
笑得,其他（正）
去不成,難過
毒性汙染物,生氣
心都碎了,害怕
閒晃,其他（正）
好運,其他（正）
賞心悅目,高興
發冷,其他（負）
邪念,其他（負）
吵三小,生氣
一路落後,害怕
灑脫,其他（正）
制度不良,難過
手賤,生氣
壓力大,其他（負）
打老公,生氣
跪,害怕
怒譙,生氣
視力模糊,生氣
安撫,害怕
自私,生氣
有點悲,難過
茫茫人海,其他（正）
都沒見面,難過
揚言,其他（負）
標準很嚴格,其他（負）
通姦罪,其他（負）
好孤單,難過
告白失敗,難過
心肺功能衰竭,害怕
超級開心,高興
最壞,難過
生命盡頭,害怕
壓力加在別人身上,生氣
闖入民宅,其他（負）
變得更好,其他（正）
爽啊,其他（正）
你想怎樣,難過
放棄很多,難過
再也不敢,害怕
有來生,其他（正）
損傷,難過
有天分,其他（正）
求償,生氣
嚇傻,驚訝
宅氣,其他（負）
任意大小便,難過
能讓我,其他（正）
好無奈,害怕
很好睡,其他（正）
燒死,害怕
趕回,害怕
老半天,生氣
貶意,其他（負）
拒不受理,生氣
接踵而至,其他（負）
獎金,高興
更忙碌,其他（負）
好久沒有,其他（正）
不想上班,其他（負）
一股狠勁,害怕
多會,生氣
等等,害怕
少給我,其他（負）
OTZ,難過
精神不濟,其他（負）
場面話,生氣
萬事起頭難,其他（負）
最愛,高興
償還,其他（負）
所苦,害怕
生氣起來,生氣
省吃儉用,害怕
現在才,生氣
優越感,其他（正）
細心,其他（正）
血絲,害怕
齊備,其他（正）
T︿T,難過
不及看清,其他（負）
印象更是不好,其他（負）
聊上好幾個小時,高興
追上,其他（負）
很難過,害怕
吞下敗仗,害怕
辛酸,難過
找到出路,高興
幾乎消失,其他（負）
連環車禍,生氣
令人難堪,害怕
情緒已抒發,其他（正）
雙手放地下,生氣
甚是嚇人,害怕
照亮整個,其他（正）
擒捕,其他（正）
用力拉,害怕
戲碼,其他（負）
別人死活,生氣
駭進,生氣
舒服,高興
感覺也變了,難過
這麼晚,其他（負）
心生警惕,害怕
好難,其他（負）
